"Resource ID","Resource year","ID"
"['Verhage et al.","2018","1512"
"['Verhage et al.","2018","1513"
"['Verhage et al.","2018","1514"
"['Verhage et al.","2018","1515"
"['Verhage et al.","2018","1516"
"['Verhage et al.","2018","1517"
"['Verhage et al.","2018","1519"
"['Verhage et al.","2018","1521"
"['Verhage et al.","2018","1526"
"['Verhage et al.","2018","1527"
"['Verhage et al.","2018","1528"
"['Verhage et al.","2018","1529"
"['Verhage et al.","2018","1530"
"['Verhage et al.","2018","1534"
"['Verhage et al.","2018","1535"
"['Verhage et al.","2018","1536"
"['Verhage et al.","2018","1537"
"['Verhage et al.","2018","1538"
"['Verhage et al.","2018","1539"
"['Verhage et al.","2018","1540"
"['Verhage et al.","2018","1541"
"['Verhage et al.","2018","1542"
"['Verhage et al.","2018","1543"
"['Verhage et al.","2018","1544"
"['Verhage et al.","2018","1545"
"['Verhage et al.","2018","1546"
"['Verhage et al.","2018","1549"
"['Verhage et al.","2018","1550"
"['Verhage et al.","2018","1553"
"['Verhage et al.","2018","1561"
"['Verhage et al.","2018","1562"
"['Verhage et al.","2018","1563"
"['Verhage et al.","2018","1565"
"['Verhage et al.","2018","1566"
"['Verhage et al.","2018","1567"
"['Waddick","2017","616"
"['Waddick","2017","617"
"['Waddick","2017","646"
"['Waddick","2017","622"
"['Waddick","2017","647"
"['Waha et al.","2017","692"
"['Waha et al.","2017","695"
"['Waha et al.","2017","703"
"['Waha et al.","2017","705"
"['Waha et al.","2017","712"
"['Waha et al.","2017","713"
"['Waha et al.","2017","723"
"['Waha et al.","2017","726"
"['Waha et al.","2017","731"
"['Waha et al.","2017","878"
"['Waha et al.","2017","887"
"['Waha et al.","2017","707"
"['Waha et al.","2017","708"
"['Waha et al.","2017","710"
"['Waha et al.","2017","714"
"['Waha et al.","2017","733"
"['Waha et al.","2017","847"
"['Waha et al.","2017","859"
"['Waha et al.","2017","860"
"['Waha et al.","2017","861"
"['Waha et al.","2017","862"
"['Waha et al.","2017","864"
"['Waha et al.","2017","874"
"['Waha et al.","2017","875"
"['Waha et al.","2017","876"
"['Waha et al.","2017","877"
"['Waha et al.","2017","879"
"['Waha et al.","2017","880"
"['Waha et al.","2017","886"
"['Waha et al.","2017","890"
"['Waha et al.","2017","891"
"['Waha et al.","2017","894"
"['Waha et al.","2017","896"
"['Waha et al.","2017","903"
"['Wang et al.","2019","115"
"['WFP","2021","301"
"['WMO","2020","342"
"['WMO","2020","317"
"['WMO","2020","318"
"['WMO","2020","323"
"['WMO","2020","324"
"['WMO","2020","328"
"['WMO","2021","71"
"['WMO","2021","80"
"['World Bank et al.","2014","587"
"['World Bank et al.","2014","592"
"['World Bank et al.","2014","593"
"['World Bank et al.","2014","597"
"['World Bank et al.","2014","599"
"['World Bank et al.","2014","600"
"['World Bank et al.","2014","603"
"['World Bank et al.","2014","607"
"['World Bank et al.","2014","612"
"['World Bank","2012","396"
"['World Bank","2014","479"
"['World Bank","2014","481"
"['World Bank","2014","490"
"['World Bank","2014","491"
"['World Bank","2014","514"
"['World Bank","2014","515"
"['World Bank","2014","525"
"['World Bank","2014","530"
"['World Bank","2015","1577"
"['World Bank","2015","1584"
"['World Bank","2015","1585"
"['World Bank","2015","1602"
"['World Bank","2015","1603"
"['World Bank","2015","1635"
"['World Bank","2015","1637"
"['World Bank","2015","1643"
"['World Bank","2015","1176"
"['World Bank","2015","1201"
"['World Bank","2015","1217"
"['World Bank","2019","515"
"['World Bank","2019","530"
"['World Bank","2019","1303"
"['World Bank","2019","812"
"['World Bank","2019","822"
"['World Bank","2019","825"
"['World Bank","2020","275"
"['World Bank","2021","564"
"['World Bank","2021","594"
"['World Bank","2021","1088"
"['World Bank","2021","1089"
"['World Bank","2021","1090"
"['World Bank","2021","1091"
"['World Bank","2021","1093"
"['World Bank","2021","1102"
"['World Bank","2021","1103"
"['World Bank","2021","1649"
"['World Bank","2021","1650"
"['World Bank","2021","1654"
"['World Bank","2021","1655"
"['World Bank","2021","1658"
"['World Bank","2021","1662"
"['World Bank","2021","1665"
"['World Bank","2021","1666"
"['World Bank","2021","1667"
"['World Bank","2021","1675"
"['World Bank","2021","1691"
"['World Bank","2021","1703"
"['World Bank","2021","1708"
"['World Bank","2021","1713"
"['World Bank","2021","1714"
"['World Bank","2021","1724"
"['World Bank","2021","1734"
"['World Bank","2021","358"
"['World Bank","2021","383"
"['World Bank","2021","1096"
"['World Bank","2021","1097"
"['World Bank","2021","1269"
"['World Bank","2021","1270"
"['World Bank","2021","1271"
"['World Bank","2021","1272"
"['World Bank","2021","1277"
"['World Bank","2021","1278"
"['World Bank","2021","1280"
"['World Bank","2021","1281"
"['World Bank","2021","1286"
"['World Bank","2021","1659"
"['World Bank","2021","1660"
"['World Bank","2021","1661"
"['World Bank","2021","1662"
"['World Bank","2021","1666"
"['World Bank","2021","1669"
"['World Bank","2021","1685"
"['World Bank","2021","930"
"['World Bank","2021","934"
"['World Bank","2021","935"
"['World Bank","2022","916"
"['WWF","2007","433"
"['WWF","2007","428"
"['WWF","2007","439"
"['Yadav et al.","2011","147"
"['Yen et al.","2019","6"
"['Yen et al.","2019","8"
"['Yen et al.","2019","27"
"['Yen et al.","2019","35"
"['Yen et al.","2019","45"
"['Yen et al.","2019","10"
"['Yen et al.","2019","29"
"['Yen et al.","2019","58"
"['Yen et al.","2019","59"
"['Yen et al.","2019","60"
"['Yen et al.","2019","63"
"['Yigezu et al.","2021","725"
"['Yigezu et al.","2021","743"
"['Yigezu et al.","2021","753"
"['Zacharias et al.","2014","1024"
"['Zacharias et al.","2014","1025"
"['Zacharias et al.","2014","1026"
"['Zahedi et al.","2020","72"
"['Zazueta-Gutiérrez et al.","2021","603"
"['Zazueta-Gutiérrez et al.","2021","575"
"['Zhai and Zhuang","2009","1099"
"['Zougmore et al.","2016","1572"
"['Zougmore et al.","2016","1592"
"['Zougmore et al.","2016","1593"
"['Zougmore et al.","2016","1598"
"['Zougmore et al.","2016","1599"
"['Zougmore et al.","2016","1606"
"['Zougmore et al.","2016","1608"
"['Zougmore et al.","2016","1609"
"['Zougmore et al.","2016","1613"
"['Zougmore et al.","2016","1614"
"['Zougmore et al.","2016","1618"
"['Zougmore et al.","2016","1622"
"['Zougmore et al.","2016","1624"
"['Zougmore et al.","2016","1627"
"['Zougmore et al.","2016","1636"
"['Zougmore et al.","2016","1193"
"['Zougmore et al.","2016","1202"
"['Zougmore et al.","2016","1210"
"['Zougmore et al.","2016","1211"
"['Zougmore et al.","2016","1212"
"['Zougmore et al.","2016","1215"
"['Zougmore et al.","2016","1232"
"['Zougmore et al.","2016","1233"
"['Zougmore et al.","2016","1236"
"['Zougmore et al.","2016","1237"
"['Zougmore et al.","2016","1238"
"['Zougmore et al.","2016","1239"
"['Zougmore et al.","2016","1253"
"Abiad et al.","2020","117"
"ADB","2012","122"
"Acheampong et al.","2021","1679"
"Acheampong et al.","2021","1697"
"Acheampong et al.","2021","1737"
"ADB","2008","112"
"ADB","2017","991"
"Akam and Gruere","2018","21"
"Yen et al.","2019","21"
"Akhmouch","2012","390"
"Al-Alaween et al.","2016","914"
"Al-Riffai and Breisinger","2012","886"
"Al-Riffai and Breisinger","2012","887"
"Al-Riffai and Breisinger","2012","892"
"Al-Riffai and Breisinger","2012","893"
"Al-Riffai and Breisinger","2012","896"
"Al-Riffai and Breisinger","2012","898"
"Al-Riffai and Breisinger","2012","911"
"Aman et al.","2021","1118"
"Anna  R. Rios et al.","2021","319"
"Antonio","2018","241"
"Antonio","2018","274"
"Antonio","2018","246"
"Antonio","2018","255"
"Antonio","2018","256"
"Antonio","2018","257"
"Antonio","2018","258"
"Antonio","2018","259"
"Antonio","2018","260"
"Argaw","2012","1389"
"Aryal et al.","2019","1024"
"Aryal et al.","2019","1030"
"Aryal et al.","2019","1032"
"Aryal et al.","2019","1033"
"Aryal et al.","2019","1034"
"Aryal et al.","2019","1035"
"Aryal et al.","2019","1042"
"Aryal et al.","2019","1043"
"Aryal et al.","2019","1044"
"Aryal et al.","2019","1049"
"Aryal et al.","2019","1082"
"Aryal et al.","2020","994"
"Aryal et al.",,"973"
"Aryal et al.",,"973"
"Aryal et al.",,"981"
"Aryal et al.",,"981"
"Aryal et al.","2020","983"
"Banerjee et al.","2021","585"
"Bijarniya","2020","1045"
"Bijarniya","2020","1047"
"Bijarniya","2020","1066"
"Bijarniya","2020","1068"
"Bijarniya","2020","1077"
"Bijarniya","2020","1079"
"Bijarniya","2020","1080"
"Brescian et al.","2019","116"
"Brescian et al.","2019","126"
"Brescian et al.","2019","127"
"Brescian et al.","2019","142"
"Brescian et al.","2019","144"
"Brescian et al.","2019","145"
"CCAFS","2016","45"
"CCAFS","2016","6"
"CCAFS","2016","28"
"CCAFS","2016","57"
"CCAFS","2016","61"
"CCAFS","2016","62"
"CCAFS","2016","64"
"CCFAS","2013","1355"
"CCFAS","2016","6"
"CCFAS","2016","35"
"CEPAL","2012","322"
"Cheserek et al.","2015","1474"
"UNIDO","2017","1474"
"Cheserek et al.","2015","1475"
"UNIDO","2017","1475"
"CIAT and BFS/USAID","2016","1264"
"CIAT and BFS/USAID","2016","1265"
"CIAT and World Bank",,"1352"
"CIAT and World bank",,"1395"
"CIAT and World bank",,"1421"
"CIAT and World bank",,"1422"
"CIAT",,"297"
"D.Princess Akinyi et al.",,"1326"
"Daniel F. Runde  et al .","2021","1302"
"Daniel F. Runde  et al .","2021","1337"
"Dinh & Dang","2022","5"
"Dinh & Dang","2022","22"
"Dinh & Dang","2022 ","3"
"Dixon  et al.","2020","762"
"Dixon et al",,"1704"
"Dixon et al.","200","980"
"Dixon et al.","2001","350"
"Dixon et al.","2001","375"
"Dixon et al.","2001","326"
"Dixon et al.","2001","329"
"Dixon et al.","2001","330"
"Dixon et al.","2001","332"
"Dixon et al.","2001","348"
"Dixon et al.","2001","349"
"Dixon et al.","2001","351"
"Dixon et al.","2001","352"
"Dixon et al.","2001","354"
"Dixon et al.","2001","359"
"Dixon et al.","2001","362"
"Dixon et al.","2001","368"
"Dixon et al.","2001","371"
"Dixon et al.","2001","376"
"Dixon et al.","2001","377"
"Dixon et al.","2001","378"
"Dixon et al.","2001","380"
"Dixon et al.","2001","382"
"Dixon et al.","2001","389"
"Dixon et al.","2001","391"
"Dixon et al.","2001","394"
"Dixon et al.","2001","398"
"Dixon et al.","2001","405"
"Dixon et al.","2001","406"
"Dixon et al.","2001","412"
"Dixon et al.","2001","413"
"Dixon et al.","2001","414"
"Dixon et al.","2001","415"
"Dixon et al.","2001","416"
"Dixon et al.","2001","417"
"Dixon et al.","2001","418"
"Dixon et al.","2001","419"
"Dixon et al.","2020","808"
"Dixon et al.","2020","1167"
"Dixon et al.","2020","1168"
"Dixon et al.","2020","1194"
"Dixon et al.","2020","1195"
"Dixon et al.","2020","1198"
"Dixon et al.","2020","1214"
"Dixon et al.","2020","1219"
"Dixon et al.","2020","1225"
"Dixon et at.","2020","1663"
"Dwarakish  et al.","2009","932"
"D’Alessandro et al.","2015","1231"
"D’Alessandro et al.","2015","1234"
"EcoMENA","2021","888"
"EcoMENA","2021","901"
"EcoMENA","2021","902"
"Atake et al.","2018","1296"
"Atake et al.","2018","1313"
"ESCWA et al.","2017","786"
"ESCWA et al.","2017","790"
"ESCWA et al.","2017","765"
"ESCWA et al.","2017","766"
"ESCWA et al.","2017","776"
"ESCWA et al.","2017","786"
"ESCWA et al.","2017","788"
"ESCWA et al.","2017","789"
"ESCWA et al.","2017","790"
"ESCWA et al.","2017","802"
"ESCWA et al.","2017","848"
"ESCWA et al.","2017","849"
"ESCWA et al.","2017","854"
"ESCWA et al.","2017","865"
"Eslami et al.","2019","2"
"Evan","2009","857"
"Fall","2022","1586"
"Fall","2022","1169"
"Fall","2022","1177"
"Fall","2022","1184"
"FAO et al.","2017","830"
"FAO","2014","1335"
"FAO","2015 ","1435"
"Cheserek et al.","2015","1435"
"FAO","2016","374"
"Ferrise et al.","2013","857"
"Ferrise et al.","2013","858"
"Fiebig-Wittmaack","2011","479"
"Fiebig-Wittmaack","2011","487"
"Fiebig-Wittmaack","2011","488"
"Fiebig-Wittmaack","2011","505"
"Fiebig-Wittmaack","2011","506"
"Fiebig-Wittmaack","2011","507"
"Fiebig-Wittmaack","2011","508"
"Fiebig-Wittmaack","2011","536"
"Filho et al.","2020","1574"
"Filho et al.","2020","1572"
"Filho et al.","2020","1577"
"Filho et al.","2020","1578"
"Filho et al.","2020","1579"
"Filho et al.","2020","1580"
"Filho et al.","2020","1582"
"Filho et al.","2020","1583"
"Filho et al.","2020","1585"
"Filho et al.","2020","1587"
"Filho et al.","2020","1592"
"Filho et al.","2020","1593"
"Filho et al.","2020","1170"
"Filho et al.","2020","1172"
"Filho et al.","2020","1175"
"Funk et al.","2012","1570"
"Funk et al.","2012","1572"
"Funk et al.","2012","1573"
"Funk et al.","2012","1574"
"Gardner et al.","2016","441"
"Gardner et al.","2016","443"
"Gardner et al.","2016","445"
"Gardner et al.","2016","456"
"Gardner et al.","2016","459"
"Gardner et al.","2016","472"
"Gardner et al.","2016","473"
"Gebre et al.","2015","1374"
"Gebre et al.","2015","1375"
"Gebre et al.","2015","1376"
"Gebre et al.","2015","1394"
"GIZ Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH Website",,"553"
"GIZ","2019","992"
"GIZ","2019","1004"
"GIZ","2019","1016"
"Hiwasaki et al.","2016 ","211"
"Hughes","2014 ","1185"
"IFAD","2017","133"
"IFAD","2021","370"
"IICA","2020","273"
"IMF","2021","1289"
"J Dixon et al.","2001","312"
"J Dixon et al.","2001","313"
"J.Dixon et al.","2001","94"
"World Bank","2021","94"
"Jorisch D et al.",,"305"
"Kabed",,"1195"
"Kabed",,"1225"
"Kamunya","2022","1441"
"Kamunya","2022","1436"
"Kamunya","2022","1437"
"Kamunya","2022","1438"
"Kamunya","2022","1480"
"Kamunya","2022","1481"
"Kamunya","2022","1482"
"Kamunya","2022","1483"
"Kamunya","2022","1492"
"Kandji et al.","2006","1162"
"Kirby","2022","1162"
"Kaspersen and Foyn","2010","1460"
"Landicho","2019","184"
"Lewis.","2018","830"
"Mapplecroft","2014","269"
"Mapplecroft","2014","270"
"Mapplecroft","2014","270"
"Mapplecroft","2014","271"
"Mapplecroft","2014","281"
"Mapplecroft","2014","284"
"Mapplecroft","2014","284"
"Mapplecroft","2014","285"
"Marquardt et al.","2019","440"
"Marquardt et al.","2019","442"
"Marquardt et al.","2019","446"
"Marquardt et al.","2019","447"
"Marquardt et al.","2019","461"
"Marquardt et al.","2019","467"
"Marquardt et al.","2019","448"
"Marquardt et al.","2019","468"
"Marty","2015","845"
"Mendoza-Espinosa and Daessle","2018","572"
"Mendoza-Espinosa and Daessle","2018","573"
"Meza.","2012","594"
"Michel","2018","773"
"Mortimore & Adams","2008","1598"
"Mougou et al.","2010","858"
"Emife and Emeka","2020","1288"
"Namdar et al.","2021","777"
"Namdar et al.","2021","805"
"Namdar et al.","2021","806"
"Namdar et al.","2021","809"
"Namdar et al.","2021","817"
"Namdar et al.","2021","827"
"Namdar et al.","2021","836"
"Nandan et al.","2019","1145"
"Nandan et al.","2019","1118"
"Ngigi Stephen and Denning  G.","2011","1324"
"Nigatu A. et al.","2019","1347"
"Ochoa-Noriega et al.","2020","562"
"Ochoa-Noriega et al.","2020","563"
"Ochoa-Noriega et al.","2020","573"
"Ochoa-Noriega et al.","2020","580"
"Ochoa-Noriega et al.","2020","594"
"Ochoa-Noriega et al.","2020","598"
"Ochoa-Noriega et al.","2020","600"
"OECD","2018","803"
"OECD","2018","840"
"Oteng-Darko P.","2022","1668"
"Peyton Fleming","2019","1290"
"Portugal","2019","594"
"Portugal","2019","598"
"Reeves et al.","2016","676"
"Reserve Bank of India","2018","963"
"Reserve Bank of India","2018","982"
"RICCAR",,"763"
"Ridley","2010","1441"
"S Alobo Loison ","2015","1322"
"S.Zingore et al.","2015","1275"
"Second National Communication","2012","992"
"Second National Communication","2012","940"
"Second National Communication","2012","969"
"Second National Communication","2012","993"
"Second National Communication","2012","1017"
"Smajgl et al","2015","6"
"Smajgl et al.","2015","2"
"Smith et al.","2021","1145"
"Thierfelder","2021","358"
"Thierfelder","2021","383"
"Thierfelder","2021","1501"
"Thierfelder","2021","1502"
"Thierfelder","2021","1503"
"Thierfelder","2021","1504"
"Thierfelder","2021","1505"
"Thierfelder","2021","1507"
"Thierfelder","2021","1508"
"Thierfelder","2021","1509"
"Thierfelder","2021","1510"
"Thierfelder","2021","1511"
"Thierfelder","2021","1512"
"Thierfelder","2021","1513"
"Thierfelder","2021","1514"
"Thierfelder","2021","1515"
"Thierfelder","2021","1516"
"Thierfelder","2021","1517"
"Thierfelder","2021","1519"
"Thierfelder","2021","1521"
"Thierfelder","2021","1526"
"Thierfelder","2021","1527"
"Thierfelder","2021","1528"
"Thierfelder","2021","1529"
"Thierfelder","2021","1530"
"Thierfelder","2021","1534"
"Thierfelder","2021","1535"
"Thierfelder","2021","1536"
"Thierfelder","2021","1537"
"Thierfelder","2021","1538"
"Thierfelder","2021","1539"
"Thierfelder","2021","1540"
"Thierfelder","2021","1541"
"Thierfelder","2021","1542"
"Thierfelder","2021","1544"
"Thierfelder","2021","1545"
"Thierfelder","2021","1546"
"Thierfelder","2021","1549"
"Thierfelder","2021","1550"
"Thierfelder","2021","1553"
"Thierfelder","2021","1561"
"Thierfelder","2021","1562"
"Thierfelder","2021","1563"
"Thierfelder","2021","1547"
"Thierfelder","2021","1548"
"Thierfelder","2021","1551"
"Thierfelder","2021","1558"
"Thierfelder","2021","1559"
"Thierfelder","2021","1506"
"Haarhoff et al.","2020","1506"
"Thierfelder","2021","1543"
"Msowoya et al.","2016","1543"
"Thornton & Herrero","2015","1404"
"Thuy Le Toan et al.","2021","27"
"Thuy Le Toan et al.","2021","24"
"Thuy Le Toan et al.","2021","9"
"Thuy Le Toan et al.","2021","20"
"Thuy Le Toan et al.","2021","56"
"Thuy Le Toan et al.","2021","3"
"Thuy Le Toan et al.","2021","4"
"Thuy Le Toan et al.","2021","7"
"Thuy Le Toan et al.","2021","8"
"Thuy Le Toan et al.","2021","10"
"Thuy Le Toan et al.","2021","34"
"Thuy Le Toan et al.","2021","45"
"Trillion Trees website",,"535"
"Turner et al.","2011","1592"
"Turner et al.","2011","1593"
"UDAID","2017","925"
"UDAID","2017","928"
"UN","2009","1323"
"UNEP","2019","535"
"USGS and USAID","2012","1163"
"USGS and USAID","2012","1164"
"Venus et al.","2022","1039"
"Verner","2012","881"
"Verner","2012","907"
"Verner","2012","910"
"WHO","2020","1343"
"WHO","2020","1344"
"WHO","2020","1345"
"WHO","2020","1349"
"Wold Bank Climate Change Knowledge Portal",,"925"
"Wold Bank Climate Change Knowledge Portal",,"927"
"Wold Bank Climate Change Knowledge Portal",,"928"
"Wold Bank","2014","482"
"World Agroforesty",,"829"
"World Bank",,"297"
"World Bank and USAID","2017","387"
"World Bank and USAID","2017","393"
"World Bank Climate Change Knowledge Portal",,"929"
"World Bank","2021","1009"
"World Bank","2017",
"World Bank","2017",
"World Bank","2017",
"World Bank","2017",
"World Meteorological Organization","2020","240"
"World Meteorological Organization","2021","243"
"World Meteorological Organization","2021","314"
"World Meteorological Organization","2021","233"
"World Meteorological Organization","2021","234"
"World Meteorological Organization","2021","236"
"World Meteorological Organization","2021","237"
"World Meteorological Organization","2021","238"
"World Meteorological Organization","2021","248"
"World Meteorological Organization","2021","251"
"World Meteorological Organization","2021","255"
"World Meteorological Organization","2021","258"
"World Meteorological Organization","2021","287"
"Zougmore et al.","2016","1185"
"Kabede et al.","2021","1185"