"ID","Type2"
"889","Institutions and policies"
"890","Institutions and policies"
"891","Economic"
"891","Finance and markets"
"892","Economic"
"892","Finance and markets"
"893","Sensitivity and susceptibility to harm"
"894","Sensitivity and susceptibility to harm"
"895","Sensitivity and susceptibility to harm"
"896","Lack of capacity to cope and adapt"
"897","Lack of capacity to cope and adapt"
"898","Lack of capacity to cope and adapt"
"899","Lack of capacity to cope and adapt"
"900","Lack of capacity to cope and adapt"
"901","Natural capital"
"902","Physical capital"
"903","Physical capital"
"904","Human capital"
"905","Human capital"
"906","Human capital"
"907","Human capital"
"908","Human capital"
"909","Human capital"
"910","Human capital"
"911","Human capital"
"912","Human capital"
"913","Social capital"
"914","Social capital"
"915","Political capital"
"916","Political capital"
"917","Political capital"
"918","Financial capital"
"924","Temperature related"
"925","Rainfall related"
"926","Maritime related"
"927","Rainfall related"
"928","Rainfall related"
"929","Wind related"
"930","Temperature related"
"931","Rainfall related"
"932","Biophysical"
"933","Biophysical"
"934","Biophysical"
"935","Biophysical"
"936","Biophysical"
"937","Biophysical"
"938","Biophysical"
"939","Biophysical"
"940","Biophysical"
"941","Biophysical"
"942","Biophysical"
"943","Biophysical"
"944","Biophysical"
"945","Biophysical"
"946","Biophysical"
"947","Biophysical"
"948","Biophysical"
"949","Biophysical"
"950","Biophysical"
"951","Biophysical"
"952","Biophysical"
"953","Biophysical"
"954","Socio-economic"
"955","Socio-economic"
"956","Socio-economic"
"957","Socio-economic"
"958","Socio-economic"
"959","Socio-economic"
"960","Socio-economic"
"961","Socio-economic"
"962","Socio-economic"
"963","Human capital"
"963","Gender and agricultural knowledge"
"964","Human capital"
"964","Gender and agricultural knowledge"
"965","Human capital"
"965","Gender and agricultural knowledge"
"966","Human capital"
"966","Gender and agricultural knowledge"
"967","Human capital"
"967","Gender and agricultural knowledge"
"968","Human capital"
"968","Gender and agricultural knowledge"
"969","Human capital"
"969","Gender and agricultural knowledge"
"970","Human capital"
"970","Gender and agricultural knowledge"
"971","Institutions and policies"
"972","Institutions and policies"
"973","Economic"
"973","Finance and markets"
"974","Sensitivity and susceptibility to harm"
"975","Sensitivity and susceptibility to harm"
"976","Sensitivity and susceptibility to harm"
"977","Lack of capacity to cope and adapt"
"978","Lack of capacity to cope and adapt"
"979","Lack of capacity to cope and adapt"
"980","Lack of capacity to cope and adapt"
"981","Lack of capacity to cope and adapt"
"982","Lack of capacity to cope and adapt"
"983","Lack of capacity to cope and adapt"
"984","Natural capital"
"985","Natural capital"
"986","Natural capital"
"987","Physical capital"
"988","Physical capital"
"989","Physical capital"
"990","Human capital"
"991","Human capital"
"992","Human capital"
"993","Human capital"
"994","Human capital"
"995","Human capital"
"996","Human capital"
"997","Human capital"
"998","Human capital"
"999","Human capital"
"1000","Human capital"
"1001","Human capital"
"1002","Human capital"
"1003","Human capital"
"1004","Social capital"
"1005","Social capital"
"1006","Political capital"
"1007","Political capital"
"1008","Political capital"
"1009","Political capital"
"1010","Political capital"
"1011","Political capital"
"1012","Political capital"
"1013","Political capital"
"1014","Political capital"
"1015","Financial capital"
"1016","Financial capital"
"1017","Financial capital"
"1018","Financial capital"
"1024","Temperature related"
"1025","Temperature related"
"1026","Rainfall related"
"1027","Rainfall related"
"1028","Rainfall related"
"1029","Biophysical"
"1030","Biophysical"
"1031","Biophysical"
"1032","Biophysical"
"1033","Biophysical"
"1034","Biophysical"
"1035","Biophysical"
"1036","Biophysical"
"1037","Biophysical"
"1038","Biophysical"
"1039","Biophysical"
"1040","Socio-economic"
"1041","Socio-economic"
"1042","Socio-economic"
"1043","Socio-economic"
"1044","Socio-economic"
"1045","Human capital"
"1045","Gender and agricultural knowledge"
"1046","Human capital"
"1046","Gender and agricultural knowledge"
"1047","Human capital"
"1047","Gender and agricultural knowledge"
"1048","Institutions and policies"
"1049","Economic"
"1049","Finance and markets"
"1050","Sensitivity and susceptibility to harm"
"1051","Sensitivity and susceptibility to harm"
"1052","Sensitivity and susceptibility to harm"
"1053","Sensitivity and susceptibility to harm"
"1054","Sensitivity and susceptibility to harm"
"1055","Sensitivity and susceptibility to harm"
"1056","Sensitivity and susceptibility to harm"
"1057","Lack of capacity to cope and adapt"
"1058","Lack of capacity to cope and adapt"
"1059","Lack of capacity to cope and adapt"
"1060","Lack of capacity to cope and adapt"
"1061","Lack of capacity to cope and adapt"
"1062","Lack of capacity to cope and adapt"
"1063","Physical capital"
"1064","Human capital"
"1065","Human capital"
"1066","Human capital"
"1067","Human capital"
"1068","Human capital"
"1069","Human capital"
"1070","Human capital"
"1071","Human capital"
"1072","Human capital"
"1073","Human capital"
"1074","Human capital"
"1075","Human capital"
"1076","Human capital"
"1077","Human capital"
"1078","Social capital"
"1079","Political capital"
"1080","Political capital"
"1081","Political capital"
"1082","Financial capital"
"1083","Financial capital"
"1087","Temperature related"
"1088","Rainfall related"
"1089","Rainfall related"
"1090","Rainfall related"
"1091","Maritime related"
"1092","Rainfall related"
"1093","Temperature related"
"1094","Temperature related"
"1095","Biophysical"
"1096","Biophysical"
"1097","Biophysical"
"1098","Biophysical"
"1099","Biophysical"
"1100","Biophysical"
"1101","Biophysical"
"1102","Biophysical"
"1103","Biophysical"
"1104","Biophysical"
"1105","Biophysical"
"1106","Biophysical"
"1107","Biophysical"
"1108","Biophysical"
"1109","Biophysical"
"1110","Biophysical"
"1111","Socio-economic"
"1112","Socio-economic"
"1113","Socio-economic"
"1114","Socio-economic"
"1115","Socio-economic"
"1116","Socio-economic"
"1117","Human capital"
"1117","Gender and agricultural knowledge"
"1118","Human capital"
"1118","Gender and agricultural knowledge"
"1119","Institutions and policies"
"1120","Economic"
"1120","Finance and markets"
"1121","Economic"
"1121","Finance and markets"
"1122","Economic"
"1122","Finance and markets"
"1123","Sensitivity and susceptibility to harm"
"1124","Sensitivity and susceptibility to harm"
"1125","Lack of capacity to cope and adapt"
"1126","Lack of capacity to cope and adapt"
"1127","Lack of capacity to cope and adapt"
"1128","Lack of capacity to cope and adapt"
"1129","Lack of capacity to cope and adapt"
"1130","Lack of capacity to cope and adapt"
"1131","Lack of capacity to cope and adapt"
"1132","Lack of capacity to cope and adapt"
"1133","Physical capital"
"1134","Physical capital"
"1135","Physical capital"
"1136","Physical capital"
"1137","Human capital"
"1138","Human capital"
"1139","Human capital"
"1140","Human capital"
"1141","Human capital"
"1142","Human capital"
"1143","Human capital"
"1144","Human capital"
"1145","Human capital"
"1146","Human capital"
"1147","Human capital"
"1148","Human capital"
"1149","Human capital"
"1150","Human capital"
"1151","Human capital"
"1152","Social capital"
"1153","Social capital"
"1154","Social capital"
"1155","Political capital"
"1156","Financial capital"
"1157","Financial capital"
"1161","Rainfall related"
"1162","Rainfall related"
"1163","Rainfall related"
"1164","Temperature related"
"1165","Rainfall related"
"1166","Rainfall related"
"1167","Rainfall related"
"1168","Biophysical"
"1169","Biophysical"
"1170","Biophysical"
"1171","Biophysical"
"1172","Biophysical"
"1173","Biophysical"
"1174","Biophysical"
"1175","Biophysical"
"1176","Biophysical"
"1177","Biophysical"
"1178","Biophysical"
"1179","Biophysical"
"1180","Biophysical"
"1181","Biophysical"
"1182","Biophysical"
"1183","Biophysical"
"1184","Biophysical"
"1185","Socio-economic"
"1186","Socio-economic"
"1187","Socio-economic"
"1188","Socio-economic"
"1189","Socio-economic"
"1190","Socio-economic"
"1191","Socio-economic"
"1192","Socio-economic"
"1193","Socio-economic"
"1194","Human capital"
"1194","Gender and agricultural knowledge"
"1195","Human capital"
"1195","Gender and agricultural knowledge"
"1196","Human capital"
"1196","Gender and agricultural knowledge"
"1197","Human capital"
"1197","Gender and agricultural knowledge"
"1198","Human capital"
"1198","Gender and agricultural knowledge"
"1199","Institutions and policies"
"1200","Institutions and policies"
"1201","Institutions and policies"
"1202","Economic"
"1202","Finance and markets"
"1203","Economic"
"1203","Finance and markets"
"1204","Economic"
"1204","Finance and markets"
"1205","Economic"
"1205","Finance and markets"
"1206","Economic"
"1206","Finance and markets"
"1207","Sensitivity and susceptibility to harm"
"1208","Sensitivity and susceptibility to harm"
"1209","Sensitivity and susceptibility to harm"
"1210","Sensitivity and susceptibility to harm"
"1211","Lack of capacity to cope and adapt"
"1212","Lack of capacity to cope and adapt"
"1213","Lack of capacity to cope and adapt"
"1214","Lack of capacity to cope and adapt"
"1215","Lack of capacity to cope and adapt"
"1216","Lack of capacity to cope and adapt"
"1217","Lack of capacity to cope and adapt"
"1218","Lack of capacity to cope and adapt"
"1219","Lack of capacity to cope and adapt"
"1220","Lack of capacity to cope and adapt"
"1221","Lack of capacity to cope and adapt"
"1222","Lack of capacity to cope and adapt"
"1223","Lack of capacity to cope and adapt"
"1224","Lack of capacity to cope and adapt"
"1225","Lack of capacity to cope and adapt"
"1226","Natural capital"
"1227","Physical capital"
"1228","Human capital"
"1229","Human capital"
"1230","Human capital"
"1231","Human capital"
"1232","Human capital"
"1233","Human capital"
"1234","Human capital"
"1235","Human capital"
"1236","Human capital"
"1237","Human capital"
"1238","Human capital"
"1239","Human capital"
"1240","Human capital"
"1241","Human capital"
"1242","Human capital"
"1243","Human capital"
"1244","Human capital"
"1245","Human capital"
"1246","Human capital"
"1247","Human capital"
"1248","Social capital"
"1249","Political capital"
"1250","Political capital"
"1251","Political capital"
"1252","Political capital"
"1253","Political capital"
"1254","Political capital"
"1255","Political capital"
"1256","Political capital"
"1257","Political capital"
"1258","Political capital"
"1259","Financial capital"
"1260","Financial capital"
"1261","Financial capital"
"1262","Financial capital"
"1263","Financial capital"
"1269","Rainfall related"
"1270","Rainfall related"
"1271","Temperature related"
"1272","Rainfall related"
"1273","Rainfall related"
"1274","Maritime related"
"1275","Biophysical"
"1276","Biophysical"
"1277","Biophysical"
"1278","Biophysical"
"1279","Biophysical"
"1280","Biophysical"
"1281","Biophysical"
"1282","Biophysical"
"1283","Biophysical"
"1284","Biophysical"
"1285","Biophysical"
"1286","Socio-economic"
"1287","Socio-economic"
"1288","Socio-economic"
"1289","Socio-economic"
"1290","Socio-economic"
"1291","Socio-economic"
"1292","Socio-economic"
"1293","Human capital"
"1293","Gender and agricultural knowledge"
"1294","Human capital"
"1294","Gender and agricultural knowledge"
"1295","Human capital"
"1295","Gender and agricultural knowledge"
"1296","Human capital"
"1296","Gender and agricultural knowledge"
"1297","Human capital"
"1297","Gender and agricultural knowledge"
"1298","Human capital"
"1298","Gender and agricultural knowledge"
"1299","Institutions and policies"
"1300","Institutions and policies"
"1301","Institutions and policies"
"1302","Economic"
"1302","Finance and markets"
"1303","Economic"
"1303","Finance and markets"
"1304","Economic"
"1304","Finance and markets"
"1305","Sensitivity and susceptibility to harm"
"1306","Sensitivity and susceptibility to harm"
"1307","Sensitivity and susceptibility to harm"
"1308","Sensitivity and susceptibility to harm"
"1309","Lack of capacity to cope and adapt"
"1310","Lack of capacity to cope and adapt"
"1311","Lack of capacity to cope and adapt"
"1312","Lack of capacity to cope and adapt"
"1313","Lack of capacity to cope and adapt"
"1314","Lack of capacity to cope and adapt"
"1315","Lack of capacity to cope and adapt"
"1316","Natural capital"
"1317","Physical capital"
"1318","Physical capital"
"1319","Physical capital"
"1320","Human capital"
"1321","Human capital"
"1322","Human capital"
"1323","Human capital"
"1324","Human capital"
"1325","Human capital"
"1326","Human capital"
"1327","Human capital"
"1328","Human capital"
"1329","Human capital"
"1330","Social capital"
"1331","Social capital"
"1332","Political capital"
"1333","Political capital"
"1334","Political capital"
"1335","Political capital"
"1336","Financial capital"
"1337","Financial capital"
"1343","Temperature related"
"1344","Temperature related"
"1345","Temperature related"
"1346","Rainfall related"
"1347","Wind related"
"1348","Rainfall related"
"1349","Rainfall related"
"1350","Biophysical"
"1351","Biophysical"
"1352","Biophysical"
"1353","Biophysical"
"1354","Biophysical"
"1355","Biophysical"
"1356","Biophysical"
"1357","Biophysical"
"1358","Biophysical"
"1359","Biophysical"
"1360","Biophysical"
"1361","Biophysical"
"1362","Biophysical"
"1363","Biophysical"
"1364","Biophysical"
"1365","Biophysical"
"1366","Biophysical"
"1367","Biophysical"
"1368","Socio-economic"
"1369","Socio-economic"
"1370","Socio-economic"
"1371","Socio-economic"
"1372","Socio-economic"
"1373","Socio-economic"
"1374","Human capital"
"1374","Gender and agricultural knowledge"
"1375","Human capital"
"1375","Gender and agricultural knowledge"
"1376","Human capital"
"1376","Gender and agricultural knowledge"
"1377","Human capital"
"1377","Gender and agricultural knowledge"
"1378","Human capital"
"1378","Gender and agricultural knowledge"
"1379","Human capital"
"1379","Gender and agricultural knowledge"
"1380","Human capital"
"1380","Gender and agricultural knowledge"
"1381","Human capital"
"1381","Gender and agricultural knowledge"
"1382","Institutions and policies"
"1383","Institutions and policies"
"1384","Institutions and policies"
"1385","Economic"
"1385","Finance and markets"
"1386","Economic"
"1386","Finance and markets"
"1387","Economic"
"1387","Finance and markets"
"1388","Economic"
"1388","Finance and markets"
"1389","Sensitivity and susceptibility to harm"
"1390","Sensitivity and susceptibility to harm"
"1391","Sensitivity and susceptibility to harm"
"1392","Sensitivity and susceptibility to harm"
"1393","Lack of capacity to cope and adapt"
"1394","Lack of capacity to cope and adapt"
"1395","Lack of capacity to cope and adapt"
"1396","Lack of capacity to cope and adapt"
"1397","Lack of capacity to cope and adapt"
"1398","Lack of capacity to cope and adapt"
"1399","Lack of capacity to cope and adapt"
"1400","Lack of capacity to cope and adapt"
"1401","Natural capital"
"1402","Physical capital"
"1403","Physical capital"
"1404","Human capital"
"1405","Human capital"
"1406","Human capital"
"1407","Human capital"
"1408","Human capital"
"1409","Human capital"
"1410","Human capital"
"1411","Human capital"
"1412","Human capital"
"1413","Social capital"
"1414","Social capital"
"1415","Political capital"
"1416","Political capital"
"1417","Financial capital"
"1418","Financial capital"
"1419","Financial capital"
"1420","Financial capital"
"1425","Rainfall related"
"1426","Rainfall related"
"1427","Rainfall related"
"1428","Rainfall related"
"1429","Temperature related"
"1430","Temperature related"
"1431","Rainfall related"
"1432","Rainfall related"
"1433","Temperature related"
"1434","Biophysical"
"1435","Biophysical"
"1436","Biophysical"
"1437","Biophysical"
"1438","Biophysical"
"1439","Biophysical"
"1440","Biophysical"
"1441","Biophysical"
"1442","Biophysical"
"1443","Biophysical"
"1444","Biophysical"
"1445","Biophysical"
"1446","Biophysical"
"1447","Biophysical"
"1448","Socio-economic"
"1449","Socio-economic"
"1450","Socio-economic"
"1451","Socio-economic"
"1452","Socio-economic"
"1453","Human capital"
"1453","Gender and agricultural knowledge"
"1454","Human capital"
"1454","Gender and agricultural knowledge"
"1455","Human capital"
"1455","Gender and agricultural knowledge"
"1456","Human capital"
"1456","Gender and agricultural knowledge"
"1457","Economic"
"1457","Finance and markets"
"1458","Economic"
"1458","Finance and markets"
"1459","Economic"
"1459","Finance and markets"
"1460","Economic"
"1460","Finance and markets"
"1461","Sensitivity and susceptibility to harm"
"1462","Sensitivity and susceptibility to harm"
"1463","Sensitivity and susceptibility to harm"
"1464","Sensitivity and susceptibility to harm"
"1465","Sensitivity and susceptibility to harm"
"1466","Sensitivity and susceptibility to harm"
"1467","Lack of capacity to cope and adapt"
"1468","Lack of capacity to cope and adapt"
"1469","Lack of capacity to cope and adapt"
"1470","Lack of capacity to cope and adapt"
"1471","Lack of capacity to cope and adapt"
"1472","Natural capital"
"1473","Natural capital"
"1474","Physical capital"
"1475","Physical capital"
"1476","Physical capital"
"1477","Human capital"
"1478","Human capital"
"1479","Human capital"
"1480","Human capital"
"1481","Human capital"
"1482","Human capital"
"1483","Human capital"
"1484","Human capital"
"1485","Human capital"
"1486","Human capital"
"1487","Human capital"
"1488","Human capital"
"1489","Human capital"
"1490","Human capital"
"1491","Human capital"
"1492","Political capital"
"1493","Political capital"
"1494","Political capital"
"1495","Financial capital"
"1501","Rainfall related"
"1502","Rainfall related"
"1503","Rainfall related"
"1504","Rainfall related"
"1505","Temperature related"
"1506","Wind related"
"1507","Temperature related"
"1508","Biophysical"
"1509","Biophysical"
"1510","Biophysical"
"1511","Biophysical"
"1512","Biophysical"
"1513","Biophysical"
"1514","Biophysical"
"1515","Biophysical"
"1516","Biophysical"
"1517","Biophysical"
"1518","Biophysical"
"1519","Biophysical"
"1520","Biophysical"
"1521","Socio-economic"
"1522","Socio-economic"
"1523","Socio-economic"
"1524","Socio-economic"
"1525","Socio-economic"
"1526","Human capital"
"1526","Gender and agricultural knowledge"
"1527","Human capital"
"1527","Gender and agricultural knowledge"
"1528","Human capital"
"1528","Gender and agricultural knowledge"
"1529","Human capital"
"1529","Gender and agricultural knowledge"
"1530","Human capital"
"1530","Gender and agricultural knowledge"
"1531","Human capital"
"1531","Gender and agricultural knowledge"
"1532","Human capital"
"1532","Gender and agricultural knowledge"
"1533","Human capital"
"1533","Gender and agricultural knowledge"
"1534","Institutions and policies"
"1535","Institutions and policies"
"1536","Economic"
"1536","Finance and markets"
"1537","Economic"
"1537","Finance and markets"
"1538","Economic"
"1538","Finance and markets"
"1539","Economic"
"1539","Finance and markets"
"1540","Economic"
"1540","Finance and markets"
"1541","Lack of capacity to cope and adapt"
"1542","Lack of capacity to cope and adapt"
"1543","Lack of capacity to cope and adapt"
"1544","Physical capital"
"1545","Physical capital"
"1546","Human capital"
"1547","Human capital"
"1548","Human capital"
"1549","Human capital"
"1550","Human capital"
"1551","Human capital"
"1552","Human capital"
"1553","Human capital"
"1554","Human capital"
"1555","Human capital"
"1556","Human capital"
"1557","Human capital"
"1558","Political capital"
"1559","Political capital"
"1560","Political capital"
"1561","Financial capital"
"1562","Financial capital"
"1563","Financial capital"
"1564","Financial capital"
"1570","Rainfall related"
"1571","Rainfall related"
"1572","Rainfall related"
"1573","Rainfall related"
"1574","Temperature related"
"1575","Temperature related"
"1576","Wind related"
"1577","Biophysical"
"1578","Biophysical"
"1579","Biophysical"
"1580","Biophysical"
"1581","Biophysical"
"1582","Biophysical"
"1583","Biophysical"
"1584","Biophysical"
"1585","Biophysical"
"1586","Biophysical"
"1587","Biophysical"
"1588","Biophysical"
"1589","Biophysical"
"1590","Biophysical"
"1591","Socio-economic"
"1592","Socio-economic"
"1593","Socio-economic"
"1594","Socio-economic"
"1595","Socio-economic"
"1596","Socio-economic"
"1597","Socio-economic"
"1598","Socio-economic"
"1599","Human capital"
"1599","Gender and agricultural knowledge"
"1600","Human capital"
"1600","Gender and agricultural knowledge"
"1601","Human capital"
"1601","Gender and agricultural knowledge"
"1602","Institutions and policies"
"1603","Institutions and policies"
"1604","Institutions and policies"
"1605","Economic"
"1605","Finance and markets"
"1606","Economic"
"1606","Finance and markets"
"1607","Sensitivity and susceptibility to harm"
"1608","Sensitivity and susceptibility to harm"
"1609","Sensitivity and susceptibility to harm"
"1610","Lack of capacity to cope and adapt"
"1611","Lack of capacity to cope and adapt"
"1612","Lack of capacity to cope and adapt"
"1613","Lack of capacity to cope and adapt"
"1614","Lack of capacity to cope and adapt"
"1615","Lack of capacity to cope and adapt"
"1616","Lack of capacity to cope and adapt"
"1617","Lack of capacity to cope and adapt"
"1618","Lack of capacity to cope and adapt"
"1619","Natural capital"
"1620","Physical capital"
"1621","Physical capital"
"1622","Human capital"
"1623","Human capital"
"1624","Human capital"
"1625","Human capital"
"1626","Human capital"
"1627","Human capital"
"1628","Human capital"
"1629","Human capital"
"1630","Human capital"
"1631","Social capital"
"1632","Social capital"
"1633","Political capital"
"1634","Political capital"
"1635","Political capital"
"1636","Political capital"
"1637","Political capital"
"1638","Political capital"
"1639","Political capital"
"1640","Political capital"
"1641","Financial capital"
"1642","Financial capital"
"1643","Financial capital"
"1649","Rainfall related"
"1650","Rainfall related"
"1651","Rainfall related"
"1652","Rainfall related"
"1653","Temperature related"
"1654","Temperature related"
"1655","Maritime related"
"1656","Season Related"
"1657","Biophysical"
"1658","Biophysical"
"1659","Biophysical"
"1660","Biophysical"
"1661","Biophysical"
"1662","Biophysical"
"1663","Biophysical"
"1664","Biophysical"
"1665","Biophysical"
"1666","Biophysical"
"1667","Biophysical"
"1668","Biophysical"
"1669","Biophysical"
"1670","Biophysical"
"1671","Biophysical"
"1672","Biophysical"
"1673","Biophysical"
"1674","Biophysical"
"1675","Biophysical"
"1676","Socio-economic"
"1677","Socio-economic"
"1678","Human capital"
"1678","Gender and agricultural knowledge"
"1679","Human capital"
"1679","Gender and agricultural knowledge"
"1680","Human capital"
"1680","Gender and agricultural knowledge"
"1681","Human capital"
"1681","Gender and agricultural knowledge"
"1682","Human capital"
"1682","Gender and agricultural knowledge"
"1683","Human capital"
"1683","Gender and agricultural knowledge"
"1684","Human capital"
"1684","Gender and agricultural knowledge"
"1685","Human capital"
"1685","Gender and agricultural knowledge"
"1686","Human capital"
"1686","Gender and agricultural knowledge"
"1687","Economic"
"1687","Finance and markets"
"1688","Economic"
"1688","Finance and markets"
"1689","Economic"
"1689","Finance and markets"
"1690","Sensitivity and susceptibility to harm"
"1691","Sensitivity and susceptibility to harm"
"1692","Sensitivity and susceptibility to harm"
"1693","Sensitivity and susceptibility to harm"
"1694","Lack of capacity to cope and adapt"
"1695","Lack of capacity to cope and adapt"
"1696","Lack of capacity to cope and adapt"
"1697","Lack of capacity to cope and adapt"
"1698","Lack of capacity to cope and adapt"
"1699","Physical capital"
"1700","Physical capital"
"1701","Human capital"
"1702","Human capital"
"1703","Human capital"
"1704","Human capital"
"1705","Human capital"
"1706","Human capital"
"1707","Human capital"
"1708","Human capital"
"1709","Human capital"
"1710","Human capital"
"1711","Human capital"
"1712","Human capital"
"1713","Human capital"
"1714","Human capital"
"1715","Human capital"
"1716","Human capital"
"1717","Human capital"
"1718","Human capital"
"1719","Social capital"
"1720","Social capital"
"1721","Political capital"
"1722","Political capital"
"1723","Political capital"
"1724","Political capital"
"1725","Political capital"
"1726","Political capital"
"1727","Political capital"
"1728","Political capital"
"1729","Financial capital"
"1730","Financial capital"
"1731","Financial capital"
"1732","Financial capital"
"1733","Financial capital"